id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1573246948693651456,1573246948693651456,2022-09-23 11:44:36 Hora de verano romance,2022-09-23,11:44:36,+0200,1003872445,paumugarra,Pau Mugarra,,Y seguimos con lo prometido:  Primera quedada de la comunidad #CPS en Madrid 🚀:  https://t.co/xnWjKu6fPi en un espacio cedido por @TheBridge_Tech.,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://www.meetup.com/cps-spain/events/288650795?utm_medium=referral&utm_campaign=share-btn_savedevents_share_modal&utm_source=twitter'],[],0,7,20,['cps'],[],https://twitter.com/PauMugarra/status/1573246948693651456,False,,0,,,,,,,,[],,,,
1573232184454172674,1573210903343992833,2022-09-23 10:45:56 Hora de verano romance,2022-09-23,10:45:56,+0200,1494355208473874438,pydatamadrid,PyData Madrid,,@TheBridge_Tech @valerybriz @graphext ¡Muchas gracias a @TheBridge_Tech por alojarnos! 🔥,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],0,0,1,[],[],https://twitter.com/PyDataMadrid/status/1573232184454172674,False,,0,,,,,,,,"[{'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}, {'screen_name': 'valerybriz', 'name': 'ValeryBriz She/Her', 'id': '829564145557200896'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}]",,,,
1573210903343992833,1573210903343992833,2022-09-23 09:21:22 Hora de verano romance,2022-09-23,09:21:22,+0200,1162694149956603904,thebridge_tech,The Bridge,,Ayer pudimos disfrutar del eventazo de @PyDataMadrid en nuestro palacio🙌Conocimos un montón sobre acelerar flujos de datos y modelos de aprendizaje ¡@valerybriz y @graphext gracias por venir!  #datascience #Python  https://t.co/gh9kVA0KdD,es,"[{'screen_name': 'pydatamadrid', 'name': 'pydata madrid', 'id': '1494355208473874438'}, {'screen_name': 'valerybriz', 'name': 'valerybriz she/her', 'id': '829564145557200896'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}]",[],"['https://pbs.twimg.com/media/FdUq1GpXEAAd73N.jpg', 'https://pbs.twimg.com/media/FdUq1GpWAAAnIYr.jpg']",1,4,7,"['datascience', 'python']",[],https://twitter.com/TheBridge_Tech/status/1573210903343992833,False,,1,https://pbs.twimg.com/media/FdUq1GpXEAAd73N.jpg,,,,,,,[],,,,
1572916570153979905,1572916570153979905,2022-09-22 13:51:48 Hora de verano romance,2022-09-22,13:51:48,+0200,12085582,diegodl,diegodl,,Estamos muy contentos de colaborar desde @TheBridge_Tech en esta iniciativa de @Stemdo_io porque tenemos que colaborar entre todos para desarrollar e incrementar la disponibilidad del talento,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'stemdo_io', 'name': 'stemdo', 'id': '1533986114285015040'}]",[],[],0,0,2,[],[],https://twitter.com/diegodl/status/1572916570153979905,False,https://twitter.com/david_bonilla/status/1572909321913962496,0,,,,,,,,[],,,,
1572869114896568321,1572869114896568321,2022-09-22 10:43:14 Hora de verano romance,2022-09-22,10:43:14,+0200,1162694149956603904,thebridge_tech,The Bridge,,"¿Buscando un empleo en #DataScience? Asiste a AI Careers, el primer evento en Analítica de Datos e Inteligencia Artificial del mundo hispano-hablante.  ¡Impulsa tu carrera y conecta con empresas y expertos! @AI_Network_es   📅30 sep 🎟Entradas  https://t.co/V5FFLIOXEs  https://t.co/hwwoCo1ga0",es,"[{'screen_name': 'ai_network_es', 'name': 'ai-network', 'id': '1060296075305725952'}]",['https://www.aicareers.es/'],['https://pbs.twimg.com/media/FdPzikOX0AAFt1i.jpg'],0,2,1,['datascience'],[],https://twitter.com/TheBridge_Tech/status/1572869114896568321,False,,1,https://pbs.twimg.com/media/FdPzikOX0AAFt1i.jpg,,,,,,,[],,,,
1571528997971922945,1567815140455710721,2022-09-18 17:58:05 Hora de verano romance,2022-09-18,17:58:05,+0200,1494355208473874438,pydatamadrid,PyData Madrid,,@valerybriz @graphext @TheBridge_Tech Hemos llenado el aforo ⚠️ pero ¡aún estás a tiempo de apuntarte a la lista de espera! ¡Nos vemos el jueves!,es,[],[],[],0,0,1,[],[],https://twitter.com/PyDataMadrid/status/1571528997971922945,False,,0,,,,,,,,"[{'screen_name': 'valerybriz', 'name': 'ValeryBriz She/Her', 'id': '829564145557200896'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}, {'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}]",,,,
1570744256104628226,1570744256104628226,2022-09-16 13:59:48 Hora de verano romance,2022-09-16,13:59:48,+0200,2907682397,graphext,graphext,,"Next week we are collaborating with 🐍 @PyDataMadrid, @IEBigData, and @TheBridge_Tech  to talk about 🔥Accelerating Data Flows and Learning Models 🔥 🚨 Registration link:  https://t.co/vYRfSNtrLi  https://t.co/HdivFcsG7u",en,"[{'screen_name': 'pydatamadrid', 'name': 'pydata madrid', 'id': '1494355208473874438'}, {'screen_name': 'iebigdata', 'name': 'ie big data club', 'id': '2918688357'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://www.meetup.com/es-ES/pydata-madrid/events/288281545/'],['https://pbs.twimg.com/media/FcxnTq6X0AAAzu4.jpg'],1,1,2,[],[],https://twitter.com/graphext/status/1570744256104628226,False,,1,https://pbs.twimg.com/media/FcxnTq6X0AAAzu4.jpg,,,,,,,[],,,,
1570708211866677249,1570708211866677249,2022-09-16 11:36:34 Hora de verano romance,2022-09-16,11:36:34,+0200,1131933723681800193,biohubvlc,Biohub VLC,,Esta semana la gerente de @BiohubVLC @sabrinafemenia ha  firmado un convenio de colaboración con @TheBridge_Tech para cubrir la demanda de profesionales #tech en el sector #salud  Consulta toda la información sobre el acuerdo  https://t.co/YvwLOPIVV0  https://t.co/7tGh7BzxWg,es,"[{'screen_name': 'biohubvlc', 'name': 'biohub vlc', 'id': '1131933723681800193'}, {'screen_name': 'sabrinafemenia', 'name': 'sabrina femenia', 'id': '1376591516'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://bit.ly/3UiygqT'],['https://pbs.twimg.com/media/FcxGyOlXkAAEin-.jpg'],0,0,2,"['tech', 'salud']",[],https://twitter.com/BiohubVLC/status/1570708211866677249,False,,1,https://pbs.twimg.com/media/FcxGyOlXkAAEin-.jpg,,,,,,,[],,,,
1570687218565656577,1570687218565656577,2022-09-16 10:13:09 Hora de verano romance,2022-09-16,10:13:09,+0200,1073622740,coitcv,COITCV/AVIT,,❗ Interesante beca formativa.  ℹ Desde el COITCV-AVIT hemos firmando un convenio de colaboración con @TheBridge_Tech gracias al cual nuestros asociados y colegiados disfrutarán de una beca en el programa Bootcamp de #Ciberseguridad.  Toda la info 👇  https://t.co/y45Trv55Ao,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://avit.org/2022/09/14/descuento-en-el-bootcamp-de-ciberseguridad-en-formato-part-time-por-ser-coitcv-avit/'],[],0,0,0,['ciberseguridad'],[],https://twitter.com/COITCV/status/1570687218565656577,False,,0,,,,,,,,[],,,,
1570460916478611457,1565052389207543809,2022-09-15 19:13:54 Hora de verano romance,2022-09-15,19:13:54,+0200,41110484,raulcotrina,Raúl Cotrina,,"@AnaWhitewolf @IronhackMAD @ISDICoders @Ubiqum @4GeeksAcademyES @hackaboss_ @KeepCoding_ @uxerschool @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders @Open_Bootcamp Si, si, haz un PR 😘",es,[],[],[],0,0,3,[],[],https://twitter.com/raulcotrina/status/1570460916478611457,False,,0,,,,,,,,"[{'screen_name': 'AnaWhitewolf', 'name': '🐺 Ana Amaro 🏳️\u200d🌈', 'id': '210026854'}, {'screen_name': 'ISDICoders', 'name': 'ISDI Coders', 'id': '715888760592941056'}, {'screen_name': 'Ubiqum', 'name': 'Ubiqum Code Academy', 'id': '1208017544'}, {'screen_name': '4GeeksAcademyES', 'name': '4Geeks Academy🇪🇦', 'id': '1190573036346449920'}, {'screen_name': 'hackaboss_', 'name': 'HACK A BOSS', 'id': '1127119595180101633'}, {'screen_name': 'KeepCoding_', 'name': 'KeepCoding®', 'id': '613304383'}, {'screen_name': 'uxerschool', 'name': 'UXER SCHOOL', 'id': '752901072650403840'}, {'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}, {'screen_name': 'CraftCodeTech', 'name': 'CraftCode', 'id': '3796274608'}, {'screen_name': 'CodeHouseLearn', 'name': 'CodeHouse Academy', 'id': '1141978357640380416'}, {'screen_name': 'CodenotchMAD', 'name': 'Codenotch', 'id': '1026530062923968513'}, {'screen_name': 'NeolandStudio', 'name': 'NEOLAND', 'id': '733328821504577536'}, {'screen_name': 'Adalab_Digital', 'name': 'Adalab', 'id': '761153947990097920'}, {'screen_name': 'IEuniversity', 'name': 'IE University', 'id': '16825188'}, {'screen_name': 'lemoncoders', 'name': 'lemoncode', 'id': '1334432233'}, {'screen_name': 'Open_Bootcamp', 'name': 'OpenBootcamp', 'id': '1425503314263805962'}]",,,,
1570422003366072320,1565052389207543809,2022-09-15 16:39:17 Hora de verano romance,2022-09-15,16:39:17,+0200,210026854,anawhitewolf,Ana Amar🎃,,"@raulcotrina @IronhackMAD @ISDICoders @Ubiqum @4GeeksAcademyES @hackaboss_ @KeepCoding_ @uxerschool @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders Claro! Faltamos nosotrxs, @Open_Bootcamp 😊. Ahora te paso la info por DM que no sé si puedo ponerlo a piñón en el GitHub 🎸",es,"[{'screen_name': 'open_bootcamp', 'name': 'openbootcamp', 'id': '1425503314263805962'}]",[],[],1,0,3,[],[],https://twitter.com/AnaWhitewolf/status/1570422003366072320,False,,0,,,,,,,,"[{'screen_name': 'raulcotrina', 'name': 'Raúl Cotrina', 'id': '41110484'}, {'screen_name': 'ISDICoders', 'name': 'ISDI Coders', 'id': '715888760592941056'}, {'screen_name': 'Ubiqum', 'name': 'Ubiqum Code Academy', 'id': '1208017544'}, {'screen_name': '4GeeksAcademyES', 'name': '4Geeks Academy🇪🇦', 'id': '1190573036346449920'}, {'screen_name': 'hackaboss_', 'name': 'HACK A BOSS', 'id': '1127119595180101633'}, {'screen_name': 'KeepCoding_', 'name': 'KeepCoding®', 'id': '613304383'}, {'screen_name': 'uxerschool', 'name': 'UXER SCHOOL', 'id': '752901072650403840'}, {'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}, {'screen_name': 'CraftCodeTech', 'name': 'CraftCode', 'id': '3796274608'}, {'screen_name': 'CodeHouseLearn', 'name': 'CodeHouse Academy', 'id': '1141978357640380416'}, {'screen_name': 'CodenotchMAD', 'name': 'Codenotch', 'id': '1026530062923968513'}, {'screen_name': 'NeolandStudio', 'name': 'NEOLAND', 'id': '733328821504577536'}, {'screen_name': 'Adalab_Digital', 'name': 'Adalab', 'id': '761153947990097920'}, {'screen_name': 'IEuniversity', 'name': 'IE University', 'id': '16825188'}, {'screen_name': 'lemoncoders', 'name': 'lemoncode', 'id': '1334432233'}]",,,,
1570359001090772997,1570359001090772997,2022-09-15 12:28:56 Hora de verano romance,2022-09-15,12:28:56,+0200,1162694149956603904,thebridge_tech,The Bridge,,"¡Acabamos de firmar un acuerdo con @BiohubVLC! 🤝Contribuimos así a cubrir la necesidad de profesionales digitales en un sector al alza, el #biotech 🦿 que demanda expertos en #datascience, #ciberseguridad y #cloud &amp; #devops🧑‍💻  Más info 👉 https://t.co/3bYdlNwT2a  https://t.co/YCxvjj13bf",es,"[{'screen_name': 'biohubvlc', 'name': 'biohub vlc', 'id': '1131933723681800193'}]",['https://bit.ly/3xpLwzQ'],['https://pbs.twimg.com/media/FcsDTvaWYAM-OZq.jpg'],0,2,1,"['biotech', 'datascience', 'ciberseguridad', 'cloud', 'devops']",[],https://twitter.com/TheBridge_Tech/status/1570359001090772997,False,,1,https://pbs.twimg.com/media/FcsDTvaWYAM-OZq.jpg,,,,,,,[],,,,
1570317872567558150,1570317872567558150,2022-09-15 09:45:30 Hora de verano romance,2022-09-15,09:45:30,+0200,1073622740,coitcv,COITCV/AVIT,,❗ Interesante descuento en formación.  ℹ Desde el COITCV-AVIT hemos firmando un convenio de colaboración con @TheBridge_Tech gracias al cual nuestros asociados y colegiados disfrutarán de un descuento del 25% en el programa Bootcamp de #Ciberseguridad.   https://t.co/y45Trv4xKQ,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://avit.org/2022/09/14/descuento-en-el-bootcamp-de-ciberseguridad-en-formato-part-time-por-ser-coitcv-avit/'],[],0,0,1,['ciberseguridad'],[],https://twitter.com/COITCV/status/1570317872567558150,False,,0,,,,,,,,[],,,,
1570091960911659009,1570049430807785472,2022-09-14 18:47:49 Hora de verano romance,2022-09-14,18:47:49,+0200,2390191837,lasenioenradio,LaSeñoenlaRadioTdF,,@sanhuerga @TheBridge_Tech Fantástico 👏👏👏,pt,[],[],[],0,0,0,[],[],https://twitter.com/LaSenioenRadio/status/1570091960911659009,False,,0,,,,,,,,"[{'screen_name': 'sanhuerga', 'name': 'Sandra Huerga', 'id': '394734366'}, {'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}]",,,,
1570049430807785472,1570049430807785472,2022-09-14 15:58:49 Hora de verano romance,2022-09-14,15:58:49,+0200,394734366,sanhuerga,Sandra Huerga,,Hoy he hecho el primer mind map de mi vida entera gracias a @TheBridge_Tech  Día 3. Aprendiendo muchisísimo.¡Comenzamos! #uxdesign #ui #uxui #mindmap #visualthinking #sketchnote #mentalmap #uxlearning  https://t.co/TNBOoBXIxK,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],['https://pbs.twimg.com/media/FcnuQXlWYAAjDbD.jpg'],1,2,5,"['uxdesign', 'ui', 'uxui', 'mindmap', 'visualthinking', 'sketchnote', 'mentalmap', 'uxlearning']",[],https://twitter.com/sanhuerga/status/1570049430807785472,False,,1,https://pbs.twimg.com/media/FcnuQXlWYAAjDbD.jpg,,,,,,,[],,,,
1570013370434322438,1570013370434322438,2022-09-14 13:35:31 Hora de verano romance,2022-09-14,13:35:31,+0200,1162694149956603904,thebridge_tech,The Bridge,,"Si te interesa el mundo del dato, python... ¡Tenemos nuevo evento de #DataScience de la mano de @PyDataMadrid! Contaremos con @valerybriz y @graphext  📅Jueves 22 de septiembre ⏰19h   ¡No te lo pierdas!👇  https://t.co/Gpe3jdqGPr  #data #cienciadedatos #python",es,"[{'screen_name': 'pydatamadrid', 'name': 'pydata madrid', 'id': '1494355208473874438'}, {'screen_name': 'valerybriz', 'name': 'valerybriz she/her', 'id': '829564145557200896'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}]",['https://www.meetup.com/pydata-madrid/events/288281545/'],[],0,4,3,"['datascience', 'data', 'cienciadedatos', 'python']",[],https://twitter.com/TheBridge_Tech/status/1570013370434322438,False,,0,,,,,,,,[],,,,
1569694413332299782,1569694413332299782,2022-09-13 16:28:06 Hora de verano romance,2022-09-13,16:28:06,+0200,1162694149956603904,thebridge_tech,The Bridge,,"🧑‍💻¡Feliz Día a todos los programadores y programadoras! 👩‍💻  Que un "";"" o ""&lt;"" no os impidan disfrutar de vuestro día y de una profesión tan retadora como apasionante ⚔  #felizdiadelprogramador #fullstackwebdevelopment  https://t.co/tOlIkEY2Ne",es,[],[],['https://pbs.twimg.com/tweet_video_thumb/FcirJBVWYAM3LKq.jpg'],0,0,2,"['felizdiadelprogramador', 'fullstackwebdevelopment']",[],https://twitter.com/TheBridge_Tech/status/1569694413332299782,False,,1,https://pbs.twimg.com/tweet_video_thumb/FcirJBVWYAM3LKq.jpg,,,,,,,[],,,,
1569355311227568130,1569355311227568130,2022-09-12 18:00:38 Hora de verano romance,2022-09-12,18:00:38,+0200,581925228,fujitsu_es,Fujitsu España,,.@TheBridge_Tech formará a los futuros profesionales en ciberseguridad de @Fujitsu_ES ▶  https://t.co/a7XYEw0DMh  https://t.co/rgmUH4Susw,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'fujitsu_es', 'name': 'fujitsu españa', 'id': '581925228'}]",['https://okt.to/IeHBwc'],['https://pbs.twimg.com/media/Fcd4VrIX0AEgfu_.jpg'],0,1,4,[],[],https://twitter.com/Fujitsu_ES/status/1569355311227568130,False,,1,https://pbs.twimg.com/media/Fcd4VrIX0AEgfu_.jpg,,,,,,,[],,,,
1569295332076404738,1569295332076404738,2022-09-12 14:02:17 Hora de verano romance,2022-09-12,14:02:17,+0200,1162694149956603904,thebridge_tech,The Bridge,,"Mañana a las 18.30h tenemos otra de las sesiones sobre ""Emotional Wellness"" 🧘‍♀️, esta vez @Mariagutim de @Hiwook_Jobs nos hablará del síndrome del impostor ¿Te lo vas a perder? Saca tu entrada 🎟 https://t.co/QXAV18d9Uk",es,"[{'screen_name': 'mariagutim', 'name': 'maría gutiérrez', 'id': '114244479'}, {'screen_name': 'hiwook_jobs', 'name': 'hiwook_jobs', 'id': '974053297874178050'}]",['https://bit.ly/3RCIoJf'],[],0,1,2,[],[],https://twitter.com/TheBridge_Tech/status/1569295332076404738,False,,0,,,,,,,,[],,,,
1567815140455710721,1567815140455710721,2022-09-08 12:00:32 Hora de verano romance,2022-09-08,12:00:32,+0200,1494355208473874438,pydatamadrid,PyData Madrid,,Ya está abierto el registro para nuestra reunión de septiembre: 🔥 Acelerando flujos de datos y modelos de aprendizaje   https://t.co/IwXoPprRbS  Contaremos con @valerybriz y la gente de @graphext. ¡Nos vemos el jueves 22 de septiembre a las 19:00 en @TheBridge_Tech!,es,"[{'screen_name': 'valerybriz', 'name': 'valerybriz she/her', 'id': '829564145557200896'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://www.meetup.com/pydata-madrid/events/288281545/'],[],1,5,8,[],[],https://twitter.com/PyDataMadrid/status/1567815140455710721,False,,0,,,,,,,,[],,,,
1567802683360219136,1567802683360219136,2022-09-08 11:11:02 Hora de verano romance,2022-09-08,11:11:02,+0200,581925228,fujitsu_es,Fujitsu España,,".@TheBridge_Tech y @Fujitsu_ES se unen para incrementar el mercado de #ciberseguridad en España, que cuenta con una demanda hoy de 30.000 profesionales.  Léelo en @elEconomistaes.  https://t.co/7Mw1oG7FzI  https://t.co/YTpoK1CITH",es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'fujitsu_es', 'name': 'fujitsu españa', 'id': '581925228'}, {'screen_name': 'eleconomistaes', 'name': 'eleconomista.es', 'id': '166507237'}]",['https://okt.to/Cuq9dE'],['https://pbs.twimg.com/media/FcH0O1YWIAE7V8j.jpg'],0,0,1,['ciberseguridad'],[],https://twitter.com/Fujitsu_ES/status/1567802683360219136,False,,1,https://pbs.twimg.com/media/FcH0O1YWIAE7V8j.jpg,,,,,,,[],,,,
