id,tweet,date,retweets_count,replies_count,likes_count,quote_url,sentiment,tidy_tweets,absolute_tidy_tweets
1573246948693651456,Y seguimos con lo prometido:  Primera quedada de la comunidad #CPS en Madrid 🚀:  https://t.co/xnWjKu6fPi en un espacio cedido por @TheBridge_Tech.,2022-09-23,7,0,20,,pos,y seguimos con lo prometido primera quedada de la comunidad cps en madrid  en un espacio cedido por ,seguimos prometido primera quedada comunidad cps madrid espacio cedido
1573232184454172674,@TheBridge_Tech @valerybriz @graphext ¡Muchas gracias a @TheBridge_Tech por alojarnos! 🔥,2022-09-23,0,0,1,,pos,   muchas gracias a  por alojarnos ,muchas gracias alojarnos
1573210903343992833,Ayer pudimos disfrutar del eventazo de @PyDataMadrid en nuestro palacio🙌Conocimos un montón sobre acelerar flujos de datos y modelos de aprendizaje ¡@valerybriz y @graphext gracias por venir!  #datascience #Python  https://t.co/gh9kVA0KdD,2022-09-23,4,1,7,,pos,ayer pudimos disfrutar del eventazo de  en nuestro palacioconocimos un montón sobre acelerar flujos de datos y modelos de aprendizaje  y  gracias por venir datascience python,ayer pudimos disfrutar eventazo palacioconocimos montón acelerar flujos datos modelos aprendizaje gracias venir datascience python
1572916570153979905,Estamos muy contentos de colaborar desde @TheBridge_Tech en esta iniciativa de @Stemdo_io porque tenemos que colaborar entre todos para desarrollar e incrementar la disponibilidad del talento,2022-09-22,0,0,2,https://twitter.com/david_bonilla/status/1572909321913962496,pos,estamos muy contentos de colaborar desde  en esta iniciativa de  porque tenemos que colaborar entre todos para desarrollar e incrementar la disponibilidad del talento,contentos colaborar iniciativa colaborar desarrollar incrementar disponibilidad talento
1572869114896568321,"¿Buscando un empleo en #DataScience? Asiste a AI Careers, el primer evento en Analítica de Datos e Inteligencia Artificial del mundo hispano-hablante.  ¡Impulsa tu carrera y conecta con empresas y expertos! @AI_Network_es   📅30 sep 🎟Entradas  https://t.co/V5FFLIOXEs  https://t.co/hwwoCo1ga0",2022-09-22,2,0,1,,pos,buscando un empleo en datascience asiste a ai careers el primer evento en analítica de datos e inteligencia artificial del mundo hispano hablante impulsa tu carrera y conecta con empresas y expertos   sep entradas,buscando empleo datascience asiste ai careers primer evento analítica datos inteligencia artificial mundo hispano hablante impulsa carrera conecta empresas expertos sep entradas
1571528997971922945,@valerybriz @graphext @TheBridge_Tech Hemos llenado el aforo ⚠️ pero ¡aún estás a tiempo de apuntarte a la lista de espera! ¡Nos vemos el jueves!,2022-09-18,0,0,1,,pos,   hemos llenado el aforo  pero aún estás a tiempo de apuntarte a la lista de espera nos vemos el jueves,llenado aforo aún tiempo apuntarte lista espera vemos jueves
1570744256104628226,"Next week we are collaborating with 🐍 @PyDataMadrid, @IEBigData, and @TheBridge_Tech  to talk about 🔥Accelerating Data Flows and Learning Models 🔥 🚨 Registration link:  https://t.co/vYRfSNtrLi  https://t.co/HdivFcsG7u",2022-09-16,1,1,2,,pos,next week we are collaborating with    and  to talk about accelerating data flows and learning models   registration link,next week we are collaborating with and to talk about accelerating data flows and learning models registration link
1570708211866677249,Esta semana la gerente de @BiohubVLC @sabrinafemenia ha  firmado un convenio de colaboración con @TheBridge_Tech para cubrir la demanda de profesionales #tech en el sector #salud  Consulta toda la información sobre el acuerdo  https://t.co/YvwLOPIVV0  https://t.co/7tGh7BzxWg,2022-09-16,0,0,2,,pos,esta semana la gerente de   ha firmado un convenio de colaboración con  para cubrir la demanda de profesionales tech en el sector salud consulta toda la información sobre el acuerdo,semana gerente firmado convenio colaboración cubrir demanda profesionales tech sector salud consulta toda información acuerdo
1570687218565656577,❗ Interesante beca formativa.  ℹ Desde el COITCV-AVIT hemos firmando un convenio de colaboración con @TheBridge_Tech gracias al cual nuestros asociados y colegiados disfrutarán de una beca en el programa Bootcamp de #Ciberseguridad.  Toda la info 👇  https://t.co/y45Trv55Ao,2022-09-16,0,0,0,,pos, interesante beca formativa ℹ desde el coitcv avit hemos firmando un convenio de colaboración con  gracias al cual nuestros asociados y colegiados disfrutarán de una beca en el programa bootcamp de ciberseguridad toda la info ,interesante beca formativa ℹ coitcv avit firmando convenio colaboración gracias asociados colegiados disfrutarán beca programa bootcamp ciberseguridad toda info
1570460916478611457,"@AnaWhitewolf @IronhackMAD @ISDICoders @Ubiqum @4GeeksAcademyES @hackaboss_ @KeepCoding_ @uxerschool @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders @Open_Bootcamp Si, si, haz un PR 😘",2022-09-15,0,0,3,,pos,                 si si haz un pr ,si si haz pr
1570422003366072320,"@raulcotrina @IronhackMAD @ISDICoders @Ubiqum @4GeeksAcademyES @hackaboss_ @KeepCoding_ @uxerschool @TheBridge_Tech @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders Claro! Faltamos nosotrxs, @Open_Bootcamp 😊. Ahora te paso la info por DM que no sé si puedo ponerlo a piñón en el GitHub 🎸",2022-09-15,0,1,3,,neg,                claro faltamos nosotrxs   ahora te paso la info por dm que no sé si puedo ponerlo a piñón en el github ,claro faltamos nosotrxs ahora paso info dm sé si puedo ponerlo piñón github
1570359001090772997,"¡Acabamos de firmar un acuerdo con @BiohubVLC! 🤝Contribuimos así a cubrir la necesidad de profesionales digitales en un sector al alza, el #biotech 🦿 que demanda expertos en #datascience, #ciberseguridad y #cloud &amp; #devops🧑‍💻  Más info 👉 https://t.co/3bYdlNwT2a  https://t.co/YCxvjj13bf",2022-09-15,2,0,1,,pos,acabamos de firmar un acuerdo con  contribuimos así a cubrir la necesidad de profesionales digitales en un sector al alza el biotech 🦿 que demanda expertos en datascience ciberseguridad y cloud &amp devops🧑‍ más info ,acabamos firmar acuerdo contribuimos así cubrir necesidad profesionales digitales sector alza biotech 🦿 demanda expertos datascience ciberseguridad cloud &amp devops🧑‍ info
1570317872567558150,❗ Interesante descuento en formación.  ℹ Desde el COITCV-AVIT hemos firmando un convenio de colaboración con @TheBridge_Tech gracias al cual nuestros asociados y colegiados disfrutarán de un descuento del 25% en el programa Bootcamp de #Ciberseguridad.   https://t.co/y45Trv4xKQ,2022-09-15,0,0,1,,pos, interesante descuento en formación ℹ desde el coitcv avit hemos firmando un convenio de colaboración con  gracias al cual nuestros asociados y colegiados disfrutarán de un descuento del  en el programa bootcamp de ciberseguridad,interesante descuento formación ℹ coitcv avit firmando convenio colaboración gracias asociados colegiados disfrutarán descuento programa bootcamp ciberseguridad
1570091960911659009,@sanhuerga @TheBridge_Tech Fantástico 👏👏👏,2022-09-14,0,0,0,,pos,  fantástico ,fantástico
1570049430807785472,Hoy he hecho el primer mind map de mi vida entera gracias a @TheBridge_Tech  Día 3. Aprendiendo muchisísimo.¡Comenzamos! #uxdesign #ui #uxui #mindmap #visualthinking #sketchnote #mentalmap #uxlearning  https://t.co/TNBOoBXIxK,2022-09-14,2,1,5,,pos,hoy he hecho el primer mind map de mi vida entera gracias a  día  aprendiendo muchisísimocomenzamos uxdesign ui uxui mindmap visualthinking sketchnote mentalmap uxlearning,hoy hecho primer mind map vida entera gracias día aprendiendo muchisísimocomenzamos uxdesign ui uxui mindmap visualthinking sketchnote mentalmap uxlearning
1570013370434322438,"Si te interesa el mundo del dato, python... ¡Tenemos nuevo evento de #DataScience de la mano de @PyDataMadrid! Contaremos con @valerybriz y @graphext  📅Jueves 22 de septiembre ⏰19h   ¡No te lo pierdas!👇  https://t.co/Gpe3jdqGPr  #data #cienciadedatos #python",2022-09-14,4,0,3,,pos,si te interesa el mundo del dato python tenemos nuevo evento de datascience de la mano de  contaremos con  y  jueves  de septiembre ⏰h no te lo pierdas data cienciadedatos python,si interesa mundo dato python nuevo evento datascience mano contaremos jueves septiembre ⏰h pierdas data cienciadedatos python
1569694413332299782,"🧑‍💻¡Feliz Día a todos los programadores y programadoras! 👩‍💻  Que un "";"" o ""&lt;"" no os impidan disfrutar de vuestro día y de una profesión tan retadora como apasionante ⚔  #felizdiadelprogramador #fullstackwebdevelopment  https://t.co/tOlIkEY2Ne",2022-09-13,0,0,2,,neg,🧑‍feliz día a todos los programadores y programadoras ‍ que un  o &lt no os impidan disfrutar de vuestro día y de una profesión tan retadora como apasionante  felizdiadelprogramador fullstackwebdevelopment,🧑‍feliz día programadores programadoras ‍ &lt impidan disfrutar día profesión tan retadora apasionante felizdiadelprogramador fullstackwebdevelopment
1569355311227568130,.@TheBridge_Tech formará a los futuros profesionales en ciberseguridad de @Fujitsu_ES ▶  https://t.co/a7XYEw0DMh  https://t.co/rgmUH4Susw,2022-09-12,1,0,4,,pos, formará a los futuros profesionales en ciberseguridad de  ,formará futuros profesionales ciberseguridad
1569295332076404738,"Mañana a las 18.30h tenemos otra de las sesiones sobre ""Emotional Wellness"" 🧘‍♀️, esta vez @Mariagutim de @Hiwook_Jobs nos hablará del síndrome del impostor ¿Te lo vas a perder? Saca tu entrada 🎟 https://t.co/QXAV18d9Uk",2022-09-12,1,0,2,,pos,mañana a las h tenemos otra de las sesiones sobre emotional wellness 🧘‍ esta vez  de  nos hablará del síndrome del impostor te lo vas a perder saca tu entrada ,mañana h sesiones emotional wellness 🧘‍ vez hablará síndrome impostor vas perder saca entrada
1567815140455710721,Ya está abierto el registro para nuestra reunión de septiembre: 🔥 Acelerando flujos de datos y modelos de aprendizaje   https://t.co/IwXoPprRbS  Contaremos con @valerybriz y la gente de @graphext. ¡Nos vemos el jueves 22 de septiembre a las 19:00 en @TheBridge_Tech!,2022-09-08,5,1,8,,pos,ya está abierto el registro para nuestra reunión de septiembre  acelerando flujos de datos y modelos de aprendizaje contaremos con  y la gente de  nos vemos el jueves  de septiembre a las  en ,abierto registro reunión septiembre acelerando flujos datos modelos aprendizaje contaremos gente vemos jueves septiembre
1567802683360219136,".@TheBridge_Tech y @Fujitsu_ES se unen para incrementar el mercado de #ciberseguridad en España, que cuenta con una demanda hoy de 30.000 profesionales.  Léelo en @elEconomistaes.  https://t.co/7Mw1oG7FzI  https://t.co/YTpoK1CITH",2022-09-08,0,0,1,,pos, y  se unen para incrementar el mercado de ciberseguridad en españa que cuenta con una demanda hoy de  profesionales léelo en ,unen incrementar mercado ciberseguridad españa cuenta demanda hoy profesionales léelo
1567794116418838528,Si quieres potenciar el espíritu emprendedor de tus hij@s el nuevo programa de @GenyusSchool y @TheBridge_Tech ¡es tu sitio!😉  🙌 Un lugar donde aprender desarrollando sus propias ideas y superando retos en equipo.  Más info 👉 https://t.co/4WZRbwvCK7  https://t.co/0gT0pvDvKG,2022-09-08,1,0,2,,pos,si quieres potenciar el espíritu emprendedor de tus hij el nuevo programa de  y  es tu sitio  un lugar donde aprender desarrollando sus propias ideas y superando retos en equipo más info ,si quieres potenciar espíritu emprendedor hij nuevo programa sitio lugar aprender desarrollando propias ideas superando retos equipo info
1566744716091265024,"Fujitsu y @TheBridge_Tech se unen por el futuro de la #ciberseguridad 🛡️ En virtud de esta alianza, formarán juntos a los futuros profesionales del área de ciberseguridad de @Fujitsu_ES, organizarán actividades formativas, talleres, eventos...   https://t.co/SGdU061RHw  https://t.co/Weo3LGQuxm",2022-09-05,0,0,2,,pos,fujitsu y  se unen por el futuro de la ciberseguridad  en virtud de esta alianza formarán juntos a los futuros profesionales del área de ciberseguridad de  organizarán actividades formativas talleres eventos,fujitsu unen futuro ciberseguridad virtud alianza formarán juntos futuros profesionales área ciberseguridad organizarán actividades formativas talleres eventos
1566739530413219841,¡Open Day #Valencia!🤗Ven con un amig@ a conocer el campus de @uchceu y los bootcamps en #ciber #data #uxui y #fullstack 👩‍💻  Necesitas un cambio en tu carrera❓ Descubre cómo puedes formarte en un perfil digital  📅Lunes 12 ⏰18 horas  🎟Inscríbete ya👇 https://t.co/CLUEFGvcRA,2022-09-05,1,0,1,,pos,open day valenciaven con un amig a conocer el campus de uchceu y los bootcamps en ciber data uxui y fullstack ‍ necesitas un cambio en tu carrera descubre cómo puedes formarte en un perfil digital lunes  ⏰ horas inscríbete ya,open day valenciaven amig conocer campus uchceu bootcamps ciber data uxui fullstack ‍ necesitas cambio carrera descubre cómo puedes formarte perfil digital lunes ⏰ horas inscríbete
1566667913934868486,@raulcotrina @AnaWhitewolf @IronhackMAD @ISDICoders @Ubiqum @4GeeksAcademyES @hackaboss_ @KeepCoding_ @uxerschool @TheBridge_Tech @CraftCodeTech @CodenotchMAD @NeolandStudio @Adalab_Digital @IEuniversity @lemoncoders ¡Eso está hecho! ;),2022-09-05,0,0,0,,pos,                eso está hecho ,hecho
1566371046185369600,Nos dais una mano a ampliarlo y tenerlo actualizado? @AnaWhitewolf @IronhackMAD @ISDICoders @Ubiqum @4GeeksAcademyES @hackaboss_ @KeepCoding_ @uxerschool   @TheBridge_Tech @CraftCodeTech   @CodeHouseLearn @CodenotchMAD @NeolandStudio   @Adalab_Digital @IEuniversity @lemoncoders,2022-09-04,0,3,6,,pos,nos dais una mano a ampliarlo y tenerlo actualizado                ,dais mano ampliarlo tenerlo actualizado
1565731733085069313,. @TheBridge_Tech y @Fujitsu_ES  se unen para cubrir la demanda de profesionales en #ciberseguridad 🚀  https://t.co/CxHq7ipYbN #tech #tecnología,2022-09-02,0,0,2,,pos,  y  se unen para cubrir la demanda de profesionales en ciberseguridad  tech tecnología,unen cubrir demanda profesionales ciberseguridad tech tecnología
1565293439373172737,"¿Sabías que la #ciberseguridad es la quinta área de empleo cuya demanda más ha crecido en lo que llevamos de año? Para acompañar en su formación al talento joven, @Fujitsu_ES ha firmado una acuerdo con @TheBridge_Tech.  Te contamos más:  https://t.co/TrXKApChsd  https://t.co/kHnpzjKtaE",2022-09-01,2,0,4,,pos,sabías que la ciberseguridad es la quinta área de empleo cuya demanda más ha crecido en lo que llevamos de año para acompañar en su formación al talento joven  ha firmado una acuerdo con  te contamos más,sabías ciberseguridad quinta área empleo cuya demanda crecido llevamos año acompañar formación talento joven firmado acuerdo contamos
1564951151124029441,"¿Quieres impulsar tu perfil profesional en el ámbito digital?  🔥¡Descubre los #bootcamps de @ENCamaraSevilla y @TheBridge_Tech y despega en el sector tecnológico!  🚀La formación más innovadora en #DesarrolloWeb #FullStack, #DataScience y #Ciberseguridad:  https://t.co/dI7Go0yJsW  https://t.co/598NsYg0Ud",2022-08-31,11,0,13,,pos,quieres impulsar tu perfil profesional en el ámbito digital descubre los bootcamps de  y  y despega en el sector tecnológico la formación más innovadora en desarrolloweb fullstack datascience y ciberseguridad,quieres impulsar perfil profesional ámbito digital descubre bootcamps despega sector tecnológico formación innovadora desarrolloweb fullstack datascience ciberseguridad
1564930939586740224,¡Hemos firmado un acuerdo con @Fujitsu_ES para formar a perfiles en #ciberseguridad! Muy ilusionados con esta alianza para apoyar con formación a una compañía tan potente en su crecimiento en materia de seguridad informática🚀  👉 https://t.co/MJKkZq24HS  #bootcamp #cyber #empleo  https://t.co/kVWSvjfq9f,2022-08-31,1,0,4,,pos,hemos firmado un acuerdo con  para formar a perfiles en ciberseguridad muy ilusionados con esta alianza para apoyar con formación a una compañía tan potente en su crecimiento en materia de seguridad informática  bootcamp cyber empleo,firmado acuerdo formar perfiles ciberseguridad ilusionados alianza apoyar formación compañía tan potente crecimiento materia seguridad informática bootcamp cyber empleo
1564161569537363968,"📺Hemos salido en @sextaNoticias como ejemplo de #reskilling gracias a los #bootcamps 🧑‍💻  🟢""Apostar por estos procesos de reciclaje a las empresas les cuesta menos y tiene también menos coste social"",@ikerarceseco, CEO @TheBridge_Tech   Noticia completa👉 https://t.co/00YLRaZyt9",2022-08-29,1,0,2,,pos,hemos salido en  como ejemplo de reskilling gracias a los bootcamps 🧑‍ apostar por estos procesos de reciclaje a las empresas les cuesta menos y tiene también menos coste social ceo  noticia completa,salido ejemplo reskilling gracias bootcamps 🧑‍ apostar procesos reciclaje empresas cuesta menos menos coste social ceo noticia completa
1563587175220137986,These parts are being used to creat the autonomous lawn mower @ The Bridge Tech  https://t.co/BvQpM4RMZ7,2022-08-27,0,0,0,,pos,these parts are being used to creat the autonomous lawn mower  the bridge tech,these parts are being used to creat the autonomous lawn mower the bridge tech
1563552167935426561,"The jetbot we've been working on @ Greenville, South Carolina  https://t.co/KGvKmoYprC",2022-08-27,0,0,1,,pos,the jetbot we've been working on  greenville south carolina,the jetbot we've been working on greenville south carolina
1563117283601289216,"¿Cómo es hacer un #bootcamp mientras estudias o trabajas?💪 Nos lo cuenta José Miguel, alumno del bootcamp de #desarrollowebfullstack en formato #parttime   ¡Echa un vistazo a su experiencia en @thebridge! 👀👇  Más info sobre el #parttime  https://t.co/ZuOQNwWc1H  https://t.co/AOMd0zx3FI",2022-08-26,1,0,1,,pos,cómo es hacer un bootcamp mientras estudias o trabajas nos lo cuenta josé miguel alumno del bootcamp de desarrollowebfullstack en formato parttime echa un vistazo a su experiencia en   más info sobre el parttime,cómo hacer bootcamp mientras estudias trabajas cuenta josé miguel alumno bootcamp desarrollowebfullstack formato parttime echa vistazo experiencia info parttime
1562455573613817859,@TheBridge_Tech y la Fundación @uc3m firman un convenio para ofrecer #Bootcamps de #FullStak a partir de 2023 en el Campus de Puerta de Toledo.   https://t.co/S86r7sIygQ,2022-08-24,0,0,0,,pos, y la fundación  firman un convenio para ofrecer bootcamps de fullstak a partir de  en el campus de puerta de toledo,fundación firman convenio ofrecer bootcamps fullstak partir campus puerta toledo
1562432037436489728,La @uc3m se une a @TheBridge_Tech para potenciar la formación en desarrollo web.  Ambas entidades ofrecerán bootcamps de Full Stak a partir de 2023 en el Campus de Puerta de Toledo  #UniversidadExcelente    https://t.co/b6W9OGHMg1,2022-08-24,2,0,2,,pos,la  se une a  para potenciar la formación en desarrollo web ambas entidades ofrecerán bootcamps de full stak a partir de  en el campus de puerta de toledo universidadexcelente,une potenciar formación desarrollo web ambas entidades ofrecerán bootcamps full stak partir campus puerta toledo universidadexcelente
1562020403199066112,¡Ven a nuestro Open Day #Sevilla! 🙌Acércate a conocer el campus de @ENCamaraSevilla y todo sobre los bootcamps en #ciber #data y #fullstack 🧑‍💻¿Quieres acelerar tu carrera digital?  🎟Saca ya tu entrada y si quieres vente con un amig@ 👇 https://t.co/Ic7PjZCIlt  ¡Te esperamos!,2022-08-23,1,0,2,,pos,ven a nuestro open day sevilla acércate a conocer el campus de  y todo sobre los bootcamps en ciber data y fullstack 🧑‍quieres acelerar tu carrera digital saca ya tu entrada y si quieres vente con un amig  te esperamos,ven open day sevilla acércate conocer campus bootcamps ciber data fullstack 🧑‍quieres acelerar carrera digital saca entrada si quieres vente amig esperamos
1560688806445174790,"🤝🏼 @ceeivalencia y @TheBridge_Tech, primera aceleradora de talento digital, firman un convenio de colaboración:  https://t.co/8neFc4j8i4  🎯 Complementar la formación técnica del nuevo talento, entre sus principales objetivos.",2022-08-19,1,0,0,,pos,  y  primera aceleradora de talento digital firman un convenio de colaboración  complementar la formación técnica del nuevo talento entre sus principales objetivos,primera aceleradora talento digital firman convenio colaboración complementar formación técnica nuevo talento principales objetivos
1559223651538436098,"🏆 We're rounding up the 16 Best UI/UX Design Bootcamps of 2022, including @Shillington_, @Skillcrush, @Springboard, @TheBridge_Tech, and @thinkful!   Check out the full list here:  https://t.co/fZwEQNAICB  https://t.co/ZvmtZTtnkM",2022-08-15,6,0,5,,pos, we're rounding up the  best ui ux design bootcamps of  including     and  check out the full list here,we're rounding up the best ui ux design bootcamps of including and check out the full list here
1559185732023074816,"🏆 We're rounding up the 27 Best Data Science Bootcamps of 2022, including @Springboard, @thinkful, @TheBridge_Tech, @turing_college, and @wbscodingschool! Check out the full list here:  https://t.co/AxN29a2FNR  https://t.co/x7mYWVhVVL",2022-08-15,2,0,5,,pos, we're rounding up the  best data science bootcamps of  including     and  check out the full list here,we're rounding up the best data science bootcamps of including and check out the full list here
1558009488678043649,🙌¡Ya han salido las listas de @CourseReport 2022 y nuestros #bootcamps de #UXUIProductDesign y #DataScience han sido seleccionados entre los mejores del mundo! ☺ Se unen así a los programas de #Ciberseguridad y #MarketingDigital ¡Estamos muy orgullosos!  https://t.co/ofNwNRCnIT,2022-08-12,4,0,5,,pos,ya han salido las listas de   y nuestros bootcamps de uxuiproductdesign y datascience han sido seleccionados entre los mejores del mundo  se unen así a los programas de ciberseguridad y marketingdigital estamos muy orgullosos,salido listas bootcamps uxuiproductdesign datascience sido seleccionados mejores mundo unen así programas ciberseguridad marketingdigital orgullosos
1557454010919043079,"Muy buena sensación irse de vacaciones con el trabajo hecho en @TheBridge_Tech Más alumnos, más satisfacción, más empleabilidad y ahora revalidamos nuestra posición en 4 rankings de @CourseReport. Y en septiembre más!",2022-08-10,1,0,2,https://twitter.com/CourseReport/status/1557449301160247298,pos,muy buena sensación irse de vacaciones con el trabajo hecho en  más alumnos más satisfacción más empleabilidad y ahora revalidamos nuestra posición en  rankings de  y en septiembre más,buena sensación irse vacaciones trabajo hecho alumnos satisfacción empleabilidad ahora revalidamos posición rankings septiembre
1557283166926299137,¡Estamos de enhorabuena! Lanzamos un nuevo programa de #desarrollowebfullstack con la @fundacionuc3! Muy ilusionados de colaborar con una institución de referencia ¿Ready para ser #fullstack? ¡Aprende todos los secretos del #frontend y #backend! Más info👉  https://t.co/uCUqBRFdzo  https://t.co/Q6NGSftBIQ,2022-08-10,2,0,1,,pos,estamos de enhorabuena lanzamos un nuevo programa de desarrollowebfullstack con la  muy ilusionados de colaborar con una institución de referencia ready para ser fullstack aprende todos los secretos del frontend y backend más info,enhorabuena lanzamos nuevo programa desarrollowebfullstack ilusionados colaborar institución referencia ready ser fullstack aprende secretos frontend backend info
